#{"t_start": 1611042591.1576192, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,14.648699
0.0,129,19.187444
0.0,129,23.693458
0.0,129,28.196874
0.0,129,32.566669
0.0,127,36.922481
0.0,127,41.303991
5.0,350,54.64553
2.0,202,61.946323
0.0,129,66.505703
0.0,129,71.074007
0.0,127,75.560074
5.0,350,88.56722
1.0,175,95.061624
0.0,129,99.710466
1.0,175,106.130064
2.0,187,113.145251
1.0,155,118.74174
6.0,382,133.162056
0.0,127,137.617083
7.0,250,146.934653
0.0,125,151.435819
0.0,129,156.116222
2.0,206,163.82126
1.0,176,170.370356
0.0,127,174.90911
1.0,155,180.487372
3.0,254,189.805705
0.0,127,194.004509
0.0,127,198.55517
4.0,299,209.59288
1.0,176,216.083119
0.0,129,220.66892
13.0,459,238.420424
9.0,421,254.708593
0.0,125,259.483588
0.0,127,263.950477
11.0,463,281.338104
3.0,228,289.771136
2.0,206,297.257616
0.0,127,301.837424
1.0,157,307.512899
1.0,176,313.976528
2.0,200,321.196385
4.0,297,332.31311
1.0,173,338.48479
3.0,269,348.574992
0.0,127,352.905491
0.0,127,357.461484
0.0,125,361.867421
2.0,200,369.181095
0.0,127,373.583853
0.0,129,378.15528
0.0,127,382.634624
1.0,153,388.186534
1.0,153,393.774198
4.0,303,405.098904
0.0,129,409.665298
0.0,127,414.181258
3.0,248,423.417569
0.0,129,427.791168
0.0,127,432.257393
